Date,CalibSigA,CalibN,Beta_BM,Beta_EM,DeltaSprad,PD,LGD
10/31/08,2.466807468,3.57E+20,1.159831431,1.635404793,-45173.47215,0.945546334,1
11/3/08,2.47857159,3.55E+20,1.164371129,1.635404793,-45217.85423,0.942114342,1
11/4/08,2.475038047,3.52E+20,1.16301265,1.635404793,-45204.76834,0.943163529,1
11/5/08,2.475038047,3.51E+20,1.16301265,1.635404793,-45204.76834,0.943163529,1
11/6/08,2.453251003,3.37E+20,1.154321824,1.635094252,-45119.45181,0.949289646,1
11/7/08,2.446500326,3.39E+20,1.160240506,1.64726952,-45091.41137,0.951072009,1
11/10/08,2.446389045,3.39E+20,1.160196256,1.64726952,-45090.94282,0.951100945,1
11/11/08,2.434662348,2.60E+20,1.155510676,1.64726952,-44469.23416,0.954070906,1
11/12/08,2.421256307,3.20E+20,1.150100434,1.64726952,-44408.71824,0.957279011,1
11/13/08,2.421256307,3.21E+20,1.150306741,1.64756501,-44408.71824,0.957279011,1
11/14/08,2.412063446,3.12E+20,1.170097059,1.681380939,-44365.53096,0.959367863,1
11/17/08,2.397351811,3.01E+20,1.163931115,1.681380939,-44293.5788,0.962530705,1
11/18/08,2.430014991,3.22E+20,1.177530983,1.681380939,-44448.58804,0.955205233,1
11/19/08,2.397351811,2.96E+20,1.163931115,1.681380939,-44293.5788,0.962530705,1
11/20/08,2.386842117,2.84E+20,1.159276196,1.681074841,-44240.05364,0.964659898,1
11/21/08,2.392172864,2.90E+20,1.148228366,1.661818067,-44267.4231,0.963593172,1
11/24/08,2.421256307,3.13E+20,1.160258025,1.661818067,-44408.71824,0.957279011,1
11/25/08,2.438380685,3.22E+20,1.167219747,1.661818067,-44485.49808,0.953146041,1
11/26/08,2.461453065,3.35E+20,1.176448036,1.661818067,-44581.31322,0.947051418,1
11/28/08,2.478746613,3.46E+20,1.440948839,2.023752253,-44647.30792,0.94206196,1
12/1/08,2.434033152,3.05E+20,1.419291737,2.023752253,-44466.45962,0.954225879,1
12/2/08,2.46555104,3.25E+20,1.43464451,2.023752253,-44597.40558,0.945902664,1
12/3/08,2.46555104,3.25E+20,1.43464451,2.023752253,-44597.40558,0.945902664,1
12/4/08,2.460793837,3.22E+20,1.435939015,2.028818272,-44578.69828,0.947234303,1
12/5/08,2.437196757,3.08E+20,1.441658342,2.053388842,-44480.34424,0.953442202,1
12/8/08,2.454182642,3.27E+20,1.450082786,2.053388842,-44552.07323,0.949039461,1
12/9/08,2.446500326,3.20E+20,1.446287253,2.053388842,-44520.22237,0.951072009,1
12/10/08,2.461453065,3.30E+20,1.453652068,2.053388842,-44581.31322,0.947051418,1
12/11/08,2.461453065,3.30E+20,1.453165645,2.052701734,-44581.31322,0.947051418,1
12/12/08,2.457797845,3.27E+20,1.454393608,2.056971602,-44566.72282,0.948058842,1
12/15/08,2.461453065,3.28E+20,1.456188405,2.056971602,-44581.31322,0.947051418,1
12/16/08,2.46503935,3.28E+20,1.457943805,2.056971602,-44595.41158,0.946047226,1
12/17/08,2.475410681,3.31E+20,1.462988928,2.056971602,-44634.96927,0.943053635,1
12/18/08,0.866645261,1.17E+12,0.952973585,2.058139781,-5722.566189,0.921251505,0.990891734
12/19/08,1.180698991,2.69E+13,1.083400517,2.042846583,-11991.7149,0.947350108,0.999596515
12/22/08,0.999278047,4.31E+12,1.006318837,2.042846583,-8324.144682,0.937496192,0.997493089
12/23/08,0.987269633,4.18E+12,0.995588072,2.042846583,-8262.683813,0.941437175,0.997410343
12/24/08,0.987105945,4.29E+12,0.993854896,2.042846583,-8313.213915,0.942877364,0.997473165
12/26/08,0.879155591,1.76E+12,0.934993402,2.047423288,-6531.915945,0.942637273,0.993853726
12/29/08,0.976700616,4.12E+12,0.98733051,2.047423288,-8236.568984,0.945512315,0.997371421
12/30/08,1.181997666,2.91E+13,1.08285386,2.047423288,-12150.27713,0.950078965,0.999626807
12/31/08,0.87406246,1.78E+12,0.928526057,2.047423288,-6549.814182,0.945569666,0.993899613
1/2/09,1.012216395,5.09E+12,0.990138019,2.007369981,-8727.349774,0.942484808,0.997945408
1/5/09,1.022626942,5.21E+12,0.998169858,2.007369981,-8815.047492,0.940059227,0.998035558
1/6/09,1.021433298,5.15E+12,0.997595549,2.007369981,-8793.301239,0.940026789,0.998014149
1/7/09,0.835133534,1.05E+12,0.899349973,2.007369981,-5578.06153,0.933708675,0.990151344
1/8/09,0.761367615,5.8358E+11,0.856943127,2.012297364,-4409.682051,0.930497269,0.982390525
1/9/09,0.687775804,3.4145E+11,0.797148311,1.987302568,-3341.720147,0.928475817,0.970036787
1/12/09,0.678693535,3.60551E+11,0.786172869,1.987302568,-3331.967165,0.93359735,0.969807733
1/13/09,0.764293008,6.35704E+11,0.8476736,1.987302568,-4467.164632,0.931132478,0.982882573
1/14/09,0.757117808,6.2368E+11,0.840246334,1.987302568,-4437.972836,0.934071737,0.982605144
1/15/09,0.83020945,1.17E+12,0.880754498,1.987224017,-5694.856629,0.940304663,0.990678173
1/16/09,0.792835461,7.08154E+11,0.831725938,1.893000683,-4680.023247,0.922981026,0.984670025
1/20/09,0.837504942,1.25E+12,0.842974381,1.893000683,-5814.884836,0.940569788,0.991218868
1/21/09,0.827891194,1.22E+12,0.834445079,1.893000683,-5755.74967,0.943429482,0.990942934
1/22/09,0.822877875,1.21E+12,0.830404699,1.893985625,-5724.43765,0.944875017,0.990793595
1/23/09,0.827891194,1.23E+12,0.847336734,1.922246361,-5755.74967,0.943429482,0.990942934
1/26/09,0.827891194,1.23E+12,0.847336734,1.922246361,-5755.74967,0.943429482,0.990942934
1/27/09,0.822877875,1.21E+12,0.84279542,1.922246361,-5724.43765,0.944875017,0.990793595
1/28/09,0.822877875,1.21E+12,0.84279542,1.922246361,-5724.43765,0.944875017,0.990793595
1/29/09,0.806902166,1.16E+12,0.828670709,1.923306603,-5622.491529,0.949278735,0.990291327
1/30/09,0.812393733,1.18E+12,0.834965165,1.926215142,-5657.906431,0.947799233,0.990468641
2/2/09,0.809674432,1.10E+12,0.832471236,1.926215142,-5640.41836,0.948536273,0.990381465
2/3/09,0.815386347,1.13E+12,0.837704254,1.926215142,-5677.041956,0.946977994,0.990563183
2/4/09,0.807223824,1.08E+12,0.830219688,1.926215142,-5624.576607,0.949193049,0.990301852
2/5/09,0.813148745,1.10E+12,0.835780103,1.926499452,-5662.745066,0.947593045,0.99049263
2/6/09,0.835004729,1.19E+12,0.852580233,1.919609357,-5799.620962,0.941324722,0.991148399
2/9/09,0.822087378,1.16E+12,0.84092263,1.919609357,-5719.470733,0.945100131,0.990769697
2/10/09,0.812393733,1.19E+12,0.832101725,1.919609357,-5657.90643,0.947799233,0.990468641
2/11/09,0.817715309,1.20E+12,0.836951763,1.919609357,-5691.853946,0.946331477,0.990635762
2/12/09,0.817715309,1.20E+12,0.836917314,1.919530345,-5691.853946,0.946331477,0.990635762
2/13/09,0.812393733,1.19E+12,0.828422592,1.911121815,-5657.906431,0.947799233,0.990468641
2/17/09,0.795359728,1.11E+12,0.812846504,1.911121815,-5546.788623,0.952274768,0.989901872
2/18/09,0.789280483,1.09E+12,0.807244567,1.911121815,-5506.228095,0.953792318,0.989687204
2/19/09,0.80122863,1.14E+12,0.818188168,1.911016157,-5585.495024,0.950770417,0.990102796
2/20/09,0.782974157,1.07E+12,0.807960157,1.92674145,-5463.651034,0.955323628,0.98945723
2/23/09,0.762489173,9.96816E+11,0.788695129,1.92674145,-5321.830923,0.960006949,0.988655619
2/24/09,0.80122863,1.14E+12,0.824920843,1.92674145,-5585.495024,0.950770417,0.990102796
2/25/09,0.795359728,1.13E+12,0.819489914,1.92674145,-5546.788623,0.952274768,0.989901872
2/26/09,0.782974157,1.08E+12,0.808109231,1.927096947,-5463.651034,0.955323628,0.98945723
2/27/09,0.812393733,1.19E+12,0.802681788,1.851739306,-5657.906431,0.947799233,0.990468641
3/2/09,0.791296587,1.05E+12,0.783964267,1.851739306,-5519.732097,0.953293585,0.989759148
3/3/09,0.797645509,1.07E+12,0.789624966,1.851739306,-5561.916408,0.951693496,0.989980853
3/4/09,0.813148745,1.10E+12,0.803346643,1.851739306,-5662.745066,0.947593045,0.99049263
3/5/09,0.781220103,9.85268E+11,0.776329224,1.855077119,-5451.717873,0.955741899,0.989391909
3/6/09,0.788105174,1.01E+12,0.794931598,1.884505574,-5498.331715,0.954080996,0.989644914
3/9/09,0.77896622,9.95757E+11,0.786580746,1.884505574,-5436.326386,0.956274528,0.989307092
3/10/09,0.795359728,1.13E+12,0.80152597,1.884505574,-5546.788623,0.952274768,0.989901872
3/11/09,0.776421639,1.06E+12,0.78424713,1.884505574,-5418.871518,0.956869368,0.989210126
3/12/09,0.795359728,1.12E+12,0.801470706,1.88437564,-5546.788623,0.952274768,0.989901872
3/13/09,0.789280483,1.10E+12,0.771346399,1.826134225,-5506.228095,0.953792318,0.989687204
3/16/09,0.806902166,1.17E+12,0.78680328,1.826134225,-5622.491529,0.949278735,0.990291327
3/17/09,0.806902166,1.17E+12,0.78680328,1.826134225,-5622.491529,0.949278735,0.990291327
3/18/09,0.822877875,1.20E+12,0.800655729,1.826134225,-5724.43765,0.944875017,0.990793595
3/19/09,0.846619072,1.30E+12,0.820948847,1.826148771,-5869.840346,0.937749756,0.991468327
3/20/09,0.859465631,1.35E+12,0.853585249,1.874046117,-5945.468458,0.933589196,0.991801015
3/23/09,0.875271497,1.42E+12,0.867084057,1.874046117,-6035.567912,0.928161408,0.992181958
3/24/09,0.86754261,1.39E+12,0.860506218,1.874046117,-5991.917601,0.930858925,0.991999448
3/25/09,0.879015128,1.44E+12,0.870254104,1.874046117,-6056.430126,0.926824433,0.992267858
3/26/09,0.879015128,1.44E+12,0.872004727,1.87781599,-6056.430126,0.926824433,0.992267858
3/27/09,0.871448577,1.41E+12,0.860700339,1.867243426,-6014.074778,0.929506165,0.992092565
3/30/09,0.846619072,1.31E+12,0.839423032,1.867243426,-5869.840346,0.937749756,0.991468327
3/31/09,0.851005453,1.32E+12,0.843213705,1.867243426,-5895.904432,0.936353895,0.991584351
4/1/09,0.872416696,1.33E+12,0.861520915,1.867243426,-6019.535769,0.929167568,0.992115365
4/2/09,0.895297399,1.42E+12,0.880797872,1.867433501,-6145.031664,0.920773135,0.992623378
4/3/09,0.898846219,1.45E+12,0.888789928,1.878109156,-6163.881228,0.91940216,0.99269712
4/6/09,0.89167619,1.39E+12,0.882805829,1.878109156,-6125.627106,0.922152663,0.992546781
4/7/09,0.877659999,1.36E+12,0.870992099,1.878109156,-6048.899535,0.927310705,0.992236949
4/8/09,0.885447954,1.38E+12,0.877574981,1.878109156,-6091.850171,0.92448001,0.99241177
4/9/09,0.892915815,1.42E+12,0.884000091,1.878442275,-6132.289121,0.921682614,0.992573157
4/13/09,0.875271497,1.43E+12,0.866257181,1.872258973,-6035.567912,0.928161408,0.992181958
4/14/09,0.871448577,1.41E+12,0.863012241,1.872258973,-6014.074778,0.929506165,0.992092565
4/15/09,0.871448577,1.41E+12,0.863012241,1.872258973,-6014.074778,0.929506165,0.992092565
4/16/09,0.893261525,1.50E+12,0.881946287,1.873465226,-6134.143441,0.921551119,0.992580484
4/17/09,0.954209368,1.76E+12,0.94981176,1.910811083,-6436.410195,0.895449553,0.993694641
4/20/09,0.941023681,1.70E+12,0.939208811,1.910811083,-6375.1894,0.901607178,0.993481186
4/21/09,0.941023681,1.70E+12,0.939208811,1.910811083,-6375.1894,0.901607178,0.993481186
4/22/09,0.943735464,1.72E+12,0.941402354,1.910811083,-6387.969216,0.900364694,0.993526227
4/23/09,0.956739843,1.77E+12,0.949551019,1.906239402,-6447.894029,0.89423407,0.99373404
4/24/09,1.003366793,1.96E+12,0.982597153,1.90058608,-6644.115911,0.869809445,0.994378256
4/27/09,1.016708357,2.00E+12,0.992459196,1.90058608,-6694.852968,0.862085634,0.994536667
4/28/09,0.997356785,1.93E+12,0.978094943,1.90058608,-6620.470045,0.873179465,0.994303359
4/29/09,0.99938085,1.95E+12,0.979615298,1.90058608,-6628.48825,0.872052015,0.994328835
4/30/09,1.007272687,1.98E+12,0.986161015,1.901854327,-6659.220497,0.867583045,0.994425737
5/1/09,1.02091958,1.93E+12,0.996928408,1.903248846,-6710.364124,0.859577275,0.994584497
5/4/09,1.030608946,1.92E+12,1.003940713,1.903248846,-6745.131297,0.85367597,0.994690744
5/5/09,1.026858349,1.90E+12,1.001238249,1.903248846,-6731.826115,0.855981868,0.994650238
5/6/09,1.028742583,1.91E+12,1.002597805,1.903248846,-6738.534531,0.854826848,0.994670684
5/7/09,1.014481971,1.90E+12,0.991903334,1.902652054,-6686.5547,0.86339803,0.994510965
5/8/09,1.018414488,1.91E+12,0.974515373,1.86387971,-6701.16634,0.861073499,0.994556167
5/11/09,1.035993608,2.09E+12,0.986947644,1.86387971,-6763.895461,0.8503174,0.994747559
5/12/09,1.050478463,2.14E+12,0.996944906,1.86387971,-6812.387576,0.840998754,0.994892804
5/13/09,1.040940886,2.10E+12,0.990387597,1.86387971,-6780.783648,0.847181405,0.994798394
5/14/09,1.025709792,2.05E+12,0.979844721,1.864128414,-6727.713046,0.856682542,0.994637678
5/15/09,1.03262504,2.08E+12,0.953284389,1.804615686,-6752.20355,0.852425123,0.9947122
5/18/09,1.03262504,2.08E+12,0.953284389,1.804615686,-6752.20355,0.852425123,0.9947122
5/19/09,1.03262504,2.09E+12,0.953284389,1.804615686,-6752.20355,0.852425123,0.9947122
5/20/09,1.034316526,2.09E+12,0.954431832,1.804615686,-6758.094014,0.851369537,0.994730031
5/21/09,1.03091891,2.09E+12,0.952506986,1.805341499,-6746.222252,0.853484175,0.994694057
5/22/09,1.025709792,2.08E+12,0.948320377,1.804154192,-6727.713046,0.856682542,0.994637678
5/26/09,1.03091891,2.11E+12,0.951880557,1.804154192,-6746.222252,0.853484175,0.994694057
5/27/09,1.037656536,2.15E+12,0.956444279,1.804154192,-6769.609718,0.849268683,0.994764791
5/28/09,1.061054279,2.23E+12,0.972219504,1.804701306,-6845.957084,0.83393004,0.994992147
5/29/09,1.05202429,2.18E+12,0.975187112,1.821276964,-6817.391262,0.839979588,0.99490767
6/1/09,1.082648868,2.18E+12,0.995044591,1.821276964,-6909.650217,0.818789935,0.995178464
6/2/09,0.722398183,1.57162E+11,0.809023557,1.821276964,-1652.493889,0.769572853,0.935970938
6/3/09,0.71746659,1.55351E+11,0.805194385,1.821276964,-1638.316201,0.77373582,0.93538396
6/4/09,0.655166267,91953723813,0.766946684,1.823125999,-619.4613163,0.726980417,0.89532703
6/5/09,0.633408706,79613489056,0.77242858,1.873938251,-319.2574973,0.713393119,0.879299311
6/8/09,0.645685419,91314247672,0.78099759,1.873938251,-555.9335595,0.730552542,0.891763827
6/9/09,0.721448705,1.42355E+11,0.834210416,1.873938251,-1448.970365,0.748011333,0.929929342
6/10/09,0.752431942,2.02118E+11,0.852113969,1.873938251,-2010.398651,0.772832103,0.946301125
6/11/09,0.741865962,1.83522E+11,0.846128862,1.874112395,-1827.364591,0.765821527,0.941401855
6/12/09,0.792403559,2.54635E+11,0.87550843,1.869871361,-2489.358365,0.775661027,0.957594399
6/15/09,0.780581348,2.49752E+11,0.866499943,1.869871361,-2455.635045,0.785389327,0.956675157
6/16/09,0.781796296,2.49072E+11,0.867435353,1.869871361,-2459.183935,0.784403094,0.956772103
6/17/09,0.767996203,2.44088E+11,0.856682381,1.869871361,-2417.755999,0.795423497,0.955636466
6/18/09,0.754540305,2.41086E+11,0.845971717,1.869961407,-2375.009166,0.805786608,0.95445376
6/19/09,0.523112468,61760118510,0.682651691,1.884260229,341.7855425,0.76155286,0.827627096
6/22/09,0.519303826,61175357403,0.678987702,1.884260229,353.8122885,0.764832844,0.826278859
6/23/09,0.519303826,60961617917,0.678987702,1.884260229,353.8122884,0.764832844,0.826278859
6/24/09,0.514102167,60666661123,0.673940074,1.884260229,370.5125777,0.769263956,0.824400162
6/25/09,0.516721065,60407798109,0.676028636,1.882981619,362.064783,0.767040012,0.825351475
6/26/09,0.516721065,60317254338,0.67616004,1.883347626,362.0647829,0.767040012,0.825351475
6/29/09,0.542216303,62685849055,0.700278223,1.883347626,284.0297332,0.744647892,0.834054433
6/30/09,0.548908982,63354441574,0.70640417,1.883347626,264.8111598,0.738547307,0.836179175
7/1/09,0.561509743,61007754616,0.717701123,1.883347626,230.0601532,0.726811498,0.840009886
7/2/09,0.539693291,59046498908,0.6979458,1.883345863,291.4116139,0.746923729,0.833236736
7/6/09,0.542249549,57950448557,0.694607192,1.868014052,283.9329603,0.744617816,0.834065146
7/7/09,0.534765274,58050715374,0.687711759,1.868014052,306.0460351,0.751331051,0.831612684
7/8/09,0.536020141,57754070273,0.688875303,1.868014052,302.2924424,0.750213535,0.832029637
7/9/09,0.536020141,58072592794,0.688861438,1.867976454,302.2924424,0.750213535,0.832029637
7/10/09,0.519107662,59945296994,0.67398558,1.870900831,354.4363325,0.765000966,0.826208797
7/13/09,0.529095528,61070718263,0.683472266,1.870900831,323.2361748,0.756339631,0.829699366
7/14/09,0.524168007,60971670313,0.678815184,1.870900831,338.4825213,0.760638519,0.827996718
7/15/09,0.527875711,61723124470,0.682323621,1.870900831,326.9838927,0.757408509,0.829281353
7/16/09,0.529095528,61715339142,0.683747277,1.871653632,323.2361748,0.756339631,0.829699366
7/17/09,0.520385601,61127453725,0.660874727,1.831180795,350.3790123,0.763904278,0.826664131
7/20/09,0.521654905,61066690942,0.662061858,1.831180795,346.3680695,0.762811654,0.827113829
7/21/09,0.524168007,60971670313,0.664403644,1.831180795,338.4825213,0.760638519,0.827996718
7/22/09,0.526647927,61452451627,0.666703241,1.831180795,330.7737287,0.758481259,0.828858305
7/23/09,0.531511692,62347176447,0.671449382,1.831913891,315.8644206,0.754213352,0.830520658
7/24/09,0.529095528,62055708666,0.667693498,1.827708866,323.2361748,0.756339631,0.829699366
7/27/09,0.540877738,63318794192,0.678391188,1.827708866,287.9368082,0.745856956,0.833621762
7/28/09,0.538579507,63010634236,0.676324664,1.827708866,294.6941726,0.747924217,0.832872811
7/29/09,0.535078747,62589484255,0.673158015,1.827708866,305.10663,0.751052193,0.831717061
7/30/09,0.553041079,64170659514,0.689552176,1.828739417,253.2090131,0.734734748,0.83745943
7/31/09,0.543148321,62802175569,0.681852772,1.831548918,281.3217603,0.743803861,0.834354164
8/3/09,0.577907819,62658982305,0.711800639,1.831548918,187.6480274,0.711053645,0.844678325
8/4/09,0.514096163,45272873416,0.658226517,1.831548918,795.6935161,0.696171945,0.790649474
8/5/09,0.510064924,45271308827,0.654693317,1.831548918,805.7626355,0.700209068,0.789125012
8/6/09,0.504900753,44951655451,0.650159483,1.83166876,818.9344027,0.705333673,0.787131796
8/7/09,0.511583897,46264120403,0.659370392,1.840878569,801.9466513,0.698691655,0.789702642
8/10/09,0.501147903,48438808766,0.650050562,1.840878569,828.6985388,0.709024425,0.785654411
8/11/09,0.493079146,47704763298,0.642687789,1.840878569,850.2386869,0.716864094,0.782393768
8/12/09,0.496145862,47926501581,0.645502196,1.840878569,841.963951,0.713899858,0.78364675
8/13/09,0.50213246,47994669441,0.653119929,1.847044488,826.1212888,0.708058882,0.78604438
8/14/09,0.506019728,48140480936,0.656199171,1.845855153,816.0543464,0.704227775,0.787567571
8/17/09,0.493079146,47159300940,0.644425215,1.845855153,850.2386869,0.716864094,0.782393768
8/18/09,0.497157033,47490087218,0.648173408,1.845855153,839.2591935,0.71291833,0.784056187
8/19/09,0.497157033,47347830448,0.648173408,1.845855153,839.2591935,0.71291833,0.784056187
8/20/09,0.494106991,47083562177,0.646084306,1.847888917,847.4533082,0.715872705,0.782815608
8/21/09,0.496145862,47544619135,0.644329659,1.837534664,841.963951,0.713899858,0.78364675
8/24/09,0.492045628,47093019196,0.640569204,1.837534664,853.0516364,0.717858807,0.781967668
8/25/09,0.493079146,47088615016,0.641520365,1.837534664,850.2386869,0.716864094,0.782393768
8/26/09,0.538480591,58324058718,0.680953845,1.837534664,421.2718333,0.727557129,0.823801935
8/27/09,0.578352852,70864109541,0.713400749,1.836995302,34.77300578,0.734295589,0.854355042
8/28/09,0.586509325,74785742795,0.719496234,1.836681622,-73.95333323,0.739646869,0.861678638
8/31/09,0.648953462,1.05858E+11,0.766006499,1.836681622,-774.9023852,0.755112262,0.901700018
9/1/09,0.700916926,1.30252E+11,0.802877245,1.836681622,-1303.887121,0.755844474,0.924399459
9/2/09,0.685477961,1.1742E+11,0.792615438,1.836681622,-1105.446571,0.751026505,0.916773098
9/3/09,0.735581322,1.55366E+11,0.830278948,1.845460102,-1661.503814,0.755184405,0.936713524
9/4/09,0.716433713,1.37387E+11,0.817841661,1.846145054,-1449.492963,0.754059498,0.929734083
9/8/09,0.776021852,2.06406E+11,0.855163155,1.846145054,-2231.007299,0.768564742,0.951966267
9/9/09,0.614594826,75461802402,0.746173208,1.846145054,-217.5731015,0.723500242,0.87234491
9/10/09,0.62548812,86339445375,0.754980199,1.848149677,-371.2719411,0.7311828,0.881292728
9/11/09,0.624484957,86140493306,0.757460766,1.856238047,-368.6580211,0.73212099,0.881079686
9/14/09,0.632015964,88596775231,0.763389082,1.856238047,-416.8897283,0.72907797,0.88408931
9/15/09,0.593018314,70299194555,0.73360453,1.856238047,50.7805087,0.712017022,0.8548979
9/16/09,0.36493204,24444272616,0.513466295,1.856238047,2164.509312,0.602258232,0.593172217
9/17/09,0.547098438,49331643941,0.697362184,1.863133726,754.1697116,0.655473744,0.799420551
9/18/09,0.521938843,45012296918,0.684642659,1.888754337,944.4297571,0.655402189,0.779088642
9/21/09,0.494167482,40770475122,0.659224269,1.888754337,1142.384851,0.656423665,0.755460347
9/22/09,0.446997871,34097069437,0.613381092,1.888754337,1496.878311,0.650116878,0.707391598
9/23/09,0.426195787,31599837401,0.592171873,1.888754337,1646.997242,0.646723714,0.684122765
9/24/09,0.473378538,41048614880,0.64252446,1.893561311,1119.787006,0.693189024,0.753485224
9/25/09,0.490448552,46259177722,0.667280772,1.918393365,874.7814287,0.716113875,0.779753066
9/28/09,0.576418563,70159872339,0.743269067,1.918393365,38.74813473,0.736288037,0.853911372
9/29/09,0.481636898,43481321369,0.658993775,1.918393365,-1574.587712,0.705840007,0.767062989
9/30/09,0.517834564,51309183683,0.692734451,1.918393365,-1905.664319,0.714854862,0.8021378
10/1/09,0.606573918,76733910378,0.767894117,1.918336178,-2832.85134,0.740502744,0.874067569
10/2/09,0.595009276,75610856416,0.760009198,1.924291655,-2800.363637,0.750949393,0.871304404
10/5/09,0.717913406,1.40086E+11,0.852946407,1.924291655,-4079.634429,0.75907586,0.93162022
10/6/09,0.720257698,1.40743E+11,0.854836194,1.924291655,-4085.986665,0.757019861,0.931905815
10/7/09,0.718204124,1.42087E+11,0.853181268,1.924291655,-4080.425943,0.758821519,0.931655813
10/8/09,0.729505712,1.44664E+11,0.863727448,1.927701012,-4110.368144,0.748796884,0.93300138
10/9/09,0.65573459,97338764229,0.811842305,1.9311512,-3304.94052,0.741500941,0.900416835
10/12/09,0.639208771,81391624409,0.797720219,1.9311512,-3259.469555,0.756322619,0.897353278
10/13/09,0.738509704,1.76545E+11,0.86938548,1.9311512,-4374.075692,0.767189016,0.940674014
10/14/09,0.725555908,1.61658E+11,0.861029213,1.9311512,-4186.893773,0.762000424,0.935069268
10/15/09,0.710884741,1.47733E+11,0.852123381,1.933647028,-4002.739662,0.758721037,0.928972852
10/16/09,0.709785919,1.47069E+11,0.850663499,1.932371976,-3999.726979,0.75968156,0.928832087
10/19/09,0.706451543,1.46245E+11,0.847925955,1.932371976,-3990.492066,0.76258079,0.928400371
10/20/09,0.699605359,1.444E+11,0.84224615,1.932371976,-3971.093319,0.768460529,0.927492117
10/21/09,0.692507857,1.43412E+11,0.836274746,1.932371976,-3950.362545,0.774452485,0.926518786
10/22/09,0.688858859,1.42775E+11,0.836582768,1.940282387,-3939.459218,0.77749206,0.926005502
10/23/09,0.677478353,1.40785E+11,0.829122883,1.945909477,-3904.387228,0.78679317,0.924346822
10/26/09,0.676171319,1.41057E+11,0.827973864,1.945909477,-3900.256022,0.787844085,0.92415059
10/27/09,0.680066086,1.41216E+11,0.831389536,1.945909477,-3912.503714,0.784702006,0.924731804
10/28/09,0.670852467,1.38816E+11,0.823269372,1.945909477,-3883.225441,0.79208399,0.92333955
10/29/09,0.680066086,1.41499E+11,0.837420713,1.960025754,-3912.503714,0.784702006,0.924731804
10/30/09,0.674855343,1.39501E+11,0.82801524,1.9487362,-3896.075092,0.788898595,0.923951799
11/2/09,0.681769106,1.33596E+11,0.834085132,1.9487362,-3917.799795,0.783318163,0.924982628
11/3/09,0.683111845,1.34208E+11,0.835254878,1.9487362,-3921.950005,0.782222808,0.925178979
11/4/09,0.69234472,1.33471E+11,0.843217297,1.9487362,-3949.878638,0.774588971,0.926496027
11/5/09,0.69234472,1.33471E+11,0.844828303,1.952459352,-3949.878638,0.774588971,0.926496027
11/6/09,0.696221121,1.34033E+11,0.846949427,1.949729685,-3961.287072,0.771330774,0.927032097
11/9/09,0.697377522,1.3619E+11,0.84792965,1.949729685,-3964.654015,0.770352702,0.927190118
11/10/09,0.683883633,1.42124E+11,0.836352048,1.949729685,-3924.32532,0.78159151,0.92529128
11/11/09,0.678776568,1.12592E+11,0.831891357,1.949729685,-3908.469526,0.785745819,0.924540544
11/12/09,0.673530299,1.39485E+11,0.829017865,1.95386199,-3891.843601,0.789956727,0.923750397
11/13/09,0.674855343,1.39641E+11,0.826223634,1.944519651,-3896.075092,0.788898595,0.923951799
11/16/09,0.678776568,1.39808E+11,0.829668392,1.944519651,-3908.469526,0.785745819,0.924540544
11/17/09,0.680066086,1.40091E+11,0.830795733,1.944519651,-3912.503714,0.784702006,0.924731804
11/18/09,0.680066086,1.40301E+11,0.830795733,1.944519651,-3912.503714,0.784702006,0.924731804
11/19/09,0.681347026,1.40511E+11,0.831717318,1.944062553,-3916.490571,0.783661701,0.92492065
11/20/09,0.741670757,2.1069E+11,0.872130456,1.94411927,-4725.703041,0.799048936,0.949378277
11/23/09,0.741670757,2.10796E+11,0.872130456,1.94411927,-4725.703041,0.799048936,0.949378277
11/24/09,0.798368258,2.95172E+11,0.909529346,1.94411927,-5404.040024,0.800843943,0.963816204
11/25/09,0.795698842,2.93357E+11,0.907371659,1.94411927,-5395.702316,0.802892206,0.963630271
11/27/09,0.791624914,2.90452E+11,0.904968782,1.946076332,-5382.80005,0.805989624,0.963341812
11/30/09,0.792992375,2.91085E+11,0.906084621,1.946076332,-5387.154763,0.804953781,0.963439274
12/1/09,0.801434022,2.79826E+11,0.912912599,1.946076332,-5413.501834,0.798473257,0.964026778
12/2/09,0.801434022,2.80386E+11,0.912912599,1.946076332,-5413.501834,0.798473257,0.964026778
12/3/09,0.805531599,2.83127E+11,0.915980514,1.945633135,-5425.957786,0.795274087,0.964303337
12/4/09,0.810923571,2.80185E+11,0.92034708,1.94583161,-5442.016145,0.791010854,0.964658882
12/7/09,0.804159268,2.81078E+11,0.91497949,1.94583161,-5421.810395,0.796349435,0.964211332
12/8/09,0.804159268,2.80516E+11,0.91497949,1.94583161,-5421.810395,0.796349435,0.964211332
12/9/09,0.801396464,2.80037E+11,0.912767656,1.94583161,-5413.386657,0.798502419,0.964024218
12/10/09,0.797038116,2.97075E+11,0.909515712,1.946388165,-5399.896962,0.801866424,0.963723858
12/11/09,0.794350306,2.96713E+11,0.907325117,1.946366185,-5391.455215,0.803921317,0.963535418
12/14/09,0.794350306,2.96861E+11,0.907325117,1.946366185,-5391.455215,0.803921317,0.963535418
12/15/09,0.801001645,3.00553E+11,0.91270133,1.946366185,-5412.174775,0.798808791,0.963997271
12/16/09,0.799689393,3.00096E+11,0.911645782,1.946366185,-5408.13235,0.799824741,0.963907334
